2d261f, 20, 0  
cca376, 100, 1  
2a221c, 20, 2  
281e16, 20, 3  
292118, 20, 4  
282019, 20, 5  
0b0d0c, 20, 6  
0b0c0b, 20, 7  
30261e, 20, 8  
0d1011, 20, 9  
31261e, 20, 10  
30251e, 20, 11  
31261e, 20, 12  
31261f, 20, 13  
31261f, 20, 14  
31261f, 20, 15  
0c0e0f, 20, 16  
0b0d0c, 20, 17  
27201f, 20, 18  
251d15, 20, 19  
2b2119, 20, 20  
2b241c, 20, 21  
362c21, 20, 22  
352a1f, 20, 23  
292018, 20, 24  
775435, 20, 25  
392b1f, 20, 26  
2b221b, 20, 27  
251c17, 20, 28  
231b15, 20, 29  
1e1812, 20, 30  
251d17, 20, 31  
2f2219, 20, 32  
292119, 20, 33  
2c221a, 20, 34  
2c2119, 20, 35  
3a2e24, 20, 36  
2c231c, 20, 37  
362723, 20, 38  
2c1c37, 20, 39  
5b3682, 20, 40  
2c1e2d, 20, 41  
261e17, 20, 42  
1b150e, 20, 43  
31281f, 20, 44  
2d231e, 20, 45  
201914, 20, 46  
221b16, 20, 47  
221b17, 20, 48  
382923, 20, 49  
211b17, 20, 50  
241d18, 20, 51  
221c18, 20, 52  
36281c, 20, 53  
2a2019, 20, 54  
231b15, 20, 55  
0a0c0c, 20, 56  
201710, 20, 57  
2c1d16, 20, 58  
231712, 20, 59  
2e251c, 20, 60  
34271f, 20, 61  
201912, 20, 62  
251d18, 20, 63  
261f19, 20, 64  
261e19, 20, 65  
302013, 20, 66  
18140e, 20, 67  
251a15, 20, 68  
271c16, 20, 69  
271b14, 20, 70  
d3ad8d, 100, 71  
d8a68f, 100, 72  
2e221c, 20, 73  
29201a, 20, 74  
261912, 20, 75  
2c1f16, 20, 76  
261e19, 20, 77  
1e1712, 20, 78  
d8a86c, 100, 79  
211a16, 20, 80  
2b2018, 20, 81  
dfb681, 100, 82  
d4a16d, 100, 83  
28201b, 20, 84  
2a1e18, 20, 85  
e5b376, 100, 86  
2b211b, 20, 87  
d7a472, 100, 88  
1b1411, 20, 89  
241a13, 20, 90  
231a14, 20, 91  
241a14, 20, 92  
241b14, 20, 93  
251b15, 20, 94  
261b14, 20, 95  
251a14, 20, 96  
251a14, 20, 97  
1c1510, 20, 98  
1c1511, 20, 99  
1c1511, 20, 100  
1b1511, 20, 101  
1c1512, 20, 102  
ecd7b2, 100, 103  
1f1813, 20, 104  
291c13, 20, 105  
261e19, 20, 106  
271f1a, 20, 107  
271f1a, 20, 108  
271f1a, 20, 109  
261e1a, 20, 110  
d6ae8b, 100, 111  
d4ab86, 100, 112  
d3a781, 100, 113  
2e1e14, 20, 114  
2f1f15, 20, 115  
cd996e, 100, 116  
27201b, 20, 117  
2a231d, 20, 118  
2c2320, 20, 119  
2c2321, 20, 120  
2d231b, 20, 121  
2f241d, 20, 122  
17120d, 20, 123  
18120d, 20, 124  
18120d, 20, 125  
18120c, 20, 126  
18120d, 20, 127  
e6be89, 100, 128  
e8c290, 100, 129  
20170e, 20, 130  
1f160e, 20, 131  
1e150e, 20, 132  
251e17, 20, 133  
251e17, 20, 134  
251d17, 20, 135  
1f160d, 20, 136  
20160e, 20, 137  
1e150d, 20, 138  
261f18, 20, 139  
261e1a, 20, 140  
e6c190, 100, 141  
e7c291, 100, 142  
201a12, 20, 143  
201912, 20, 144  
201912, 20, 145  
201912, 20, 146  
1f1912, 20, 147  
1f1912, 20, 148  
1f1912, 20, 149  
211a13, 20, 150  
201911, 20, 151  
1f1610, 20, 152  
1f160e, 20, 153  
20160e, 20, 154  
1d140d, 20, 155  
251c17, 20, 156  
241b18, 20, 157  
241b18, 20, 158  
debe95, 100, 159  
d5ae82, 100, 160  
211912, 20, 161  
1d150e, 20, 162  
211710, 20, 163  
211710, 20, 164  
1f160f, 20, 165  
211710, 20, 166  
1c140e, 20, 167  
221911, 20, 168  
231b12, 20, 169  
19120d, 20, 170  
231b14, 20, 171  
221a14, 20, 172  
201913, 20, 173  
211a15, 20, 174  
211b16, 20, 175  
19120f, 20, 176  
1c1310, 20, 177  
241a13, 20, 178  
27201a, 20, 179  
231f1a, 20, 180  
231f1b, 20, 181  
24201c, 20, 182  
23201b, 20, 183  
211b17, 20, 184  
231d18, 20, 185  
241e19, 20, 186  
241f19, 20, 187  
241f1a, 20, 188  
221d18, 20, 189  
231e19, 20, 190  
281e15, 20, 191  
2a2016, 20, 192  
2b241e, 20, 193  
29221d, 20, 194  
29221d, 20, 195  
2b241f, 20, 196  
2b241f, 20, 197  
ddb889, 100, 198  
221a14, 20, 199  
261e17, 20, 200  
211911, 20, 201  
251b13, 20, 202  
221a13, 20, 203  
281f17, 20, 204  
271e17, 20, 205  
292018, 20, 206  
16110e, 20, 207  
16110e, 20, 208  
181411, 20, 209  
1e1813, 20, 210  
251c15, 20, 211  
271d15, 20, 212  
281d16, 20, 213  
271d15, 20, 214  
281d15, 20, 215  
261c14, 20, 216  
281d15, 20, 217  
2a1e16, 20, 218  
2a1e16, 20, 219  
2a1f16, 20, 220  
2b1f16, 20, 221  
2a1f16, 20, 222  
2b1f16, 20, 223  
21150e, 20, 224  
20150e, 20, 225  
20150e, 20, 226  
20150e, 20, 227  
