384f47, 20, 0  
384f47, 20, 1  
3b4e46, 20, 2  
3b4e46, 20, 3  
3b4e46, 20, 4  
3b4e46, 20, 5  
c6c0b1, 100, 6  
c6c0b1, 100, 7  
899491, 100, 8  
899491, 100, 9  
899491, 100, 10  
b5c1c4, 100, 11  
b8c3c6, 100, 12  
3d5057, 20, 13  
8d968f, 100, 14  
98a19c, 100, 15  
90b2ad, 100, 16  
97b4ad, 100, 17  
3d9495, 20, 18  
b7b5aa, 100, 19  
c2b0a7, 100, 20  
9e9fa2, 100, 21  
449499, 20, 22  
629da0, 100, 23  
b7a19a, 100, 24  
b99e9b, 100, 25  
c1b3a7, 100, 26  
849290, 100, 27  
999a99, 100, 28  
999da1, 100, 29  
9c9896, 100, 30  
be978c, 100, 31  
bb9c8a, 100, 32  
679aa2, 100, 33  
9c9592, 100, 34  
b69c93, 100, 35  
298790, 20, 36  
a28a79, 100, 37  
b4a093, 100, 38  
c2beb3, 100, 39  
886844, 20, 40  
7e5b37, 20, 41  
bd8e53, 100, 42  
7b5735, 20, 43  
7b5634, 20, 44  
b07f4b, 100, 45  
493624, 20, 46  
919d9c, 100, 47  
966b3e, 20, 48  
91663b, 20, 49  
a5968b, 100, 50  
8e9097, 100, 51  
b4814c, 100, 52  
7b5332, 20, 53  
b0804e, 100, 54  
4f3d28, 20, 55  
b58b57, 100, 56  
575169, 20, 57  
b4bc7c, 100, 58  
8f906c, 100, 59  
a9aa65, 100, 60  
b0b370, 100, 61  
acb866, 100, 62  
ae9b8e, 100, 63  
bfa198, 100, 64  
b4814a, 100, 65  
936a41, 20, 66  
b3814c, 100, 67  
5c596a, 20, 68  
5f536c, 20, 69  
b6c461, 100, 70  
c3ca75, 100, 71  
5a506d, 20, 72  
8d8b7a, 100, 73  
a0a09a, 100, 74  
bec089, 100, 75  
b0b372, 100, 76  
b4a89e, 100, 77  
84806d, 20, 78  
807c87, 20, 79  
b3b380, 100, 80  
a59c96, 100, 81  
97918a, 100, 82  
865e38, 20, 83  
b17e4a, 100, 84  
b5824d, 100, 85  
b5bb89, 100, 86  
8f966b, 100, 87  
939381, 100, 88  
a6a988, 100, 89  
5b5969, 20, 90  
9d9c68, 100, 91  
aaa86f, 100, 92  
6d6272, 20, 93  
b4b77e, 100, 94  
958f82, 100, 95  
989676, 100, 96  
bdc084, 100, 97  
969573, 100, 98  
969573, 100, 99  
332c30, 20, 100  
393437, 20, 101  
404043, 20, 102  
516163, 20, 103  
516163, 20, 104  
707d79, 20, 105  
737d78, 20, 106  
727d78, 20, 107  
aaa392, 100, 108  
8d9c92, 100, 109  
879c92, 100, 110  
26221f, 20, 111  
c6b4b1, 100, 112  
a69b89, 100, 113  
a49885, 100, 114  
7e9e95, 100, 115  
7e9b93, 100, 116  
afaaa2, 100, 117  
a9a298, 100, 118  
b7b7a8, 100, 119  
bab9aa, 100, 120  
b6b2a0, 100, 121  
b8b8a4, 100, 122  
b6bcab, 100, 123  
4c3026, 20, 124  
623c28, 20, 125  
4d2f24, 20, 126  
472c24, 20, 127  
462c21, 20, 128  
3b261d, 20, 129  
342321, 20, 130  
3c2721, 20, 131  
3a251d, 20, 132  
40271f, 20, 133  
432820, 20, 134  
3a2622, 20, 135  
3a2622, 20, 136  
39261f, 20, 137  
3e281f, 20, 138  
3c251e, 20, 139  
37231a, 20, 140  
32211d, 20, 141  
3c271e, 20, 142  
32221c, 20, 143  
37241f, 20, 144  
38241d, 20, 145  
473024, 20, 146  
422b1f, 20, 147  
3c241c, 20, 148  
3f271f, 20, 149  
8a562b, 20, 150  
89552d, 20, 151  
392621, 20, 152  
452d26, 20, 153  
b0b1b6, 100, 154  
b3b5bc, 100, 155  
aeb1b8, 100, 156  
aeb1b8, 100, 157  
958f94, 100, 158  
726f76, 20, 159  
8f9199, 100, 160  
91969c, 100, 161  
b0afb3, 100, 162  
b5b2b3, 100, 163  
76747a, 20, 164  
868d98, 100, 165  
bbb6b8, 100, 166  
3e2721, 20, 167  
8c8f96, 100, 168  
8e9199, 100, 169  
919196, 100, 170  
8a8d95, 100, 171  
8c8d92, 100, 172  
b6b5b7, 100, 173  
b6b6b9, 100, 174  
6f6d74, 20, 175  
70939a, 100, 176  
81a1a1, 100, 177  
73999e, 100, 178  
729b9c, 100, 179  
749da0, 100, 180  
729ea2, 100, 181  
739fa2, 100, 182  
829996, 100, 183  
829a99, 100, 184  
8d9f9c, 100, 185  
789ba0, 100, 186  
8c9897, 100, 187  
4e6a6e, 20, 188  
80a5a9, 100, 189  
7a999e, 100, 190  
749ba1, 100, 191  
6f9799, 100, 192  
717878, 20, 193  
7ba3a6, 100, 194  
7a9d9f, 100, 195  
84a1a3, 100, 196  
6e98a0, 100, 197  
6c969e, 100, 198  
779ba1, 100, 199  
6f9a9e, 100, 200  
6b8b8e, 100, 201  
6b8b8e, 100, 202  
659095, 100, 203  
e3d5d4, 100, 204  
7fabab, 100, 205  
7fadad, 100, 206  
85aba6, 100, 207  
95786d, 20, 208  
a17a6f, 100, 209  
978378, 100, 210  
63171d, 20, 211  
411014, 20, 212  
a1867d, 100, 213  
a98f87, 100, 214  
303438, 20, 215  
313538, 20, 216  
323538, 20, 217  
323538, 20, 218  
577b81, 20, 219  
9d9d97, 100, 220  
373939, 20, 221  
ad9082, 100, 222  
493131, 20, 223  
452e30, 20, 224  
4a302f, 20, 225  
492f2f, 20, 226  
483134, 20, 227  
472f32, 20, 228  
b19687, 100, 229  
b0998b, 100, 230  
373b3e, 20, 231  
323639, 20, 232  
bda09c, 100, 233  
621b1f, 20, 234  
6d7671, 20, 235  
6a1a22, 20, 236  
621820, 20, 237  
3e3f42, 20, 238  
3f3f42, 20, 239  
3e3e41, 20, 240  
b19e95, 100, 241  
373a3c, 20, 242  
37393a, 20, 243  
9d9791, 100, 244  
9a9a98, 100, 245  
9a9a98, 100, 246  
b9aca0, 100, 247  
9ea79f, 100, 248  
adb0a8, 100, 249  
99a19b, 100, 250  
040404, 20, 251  
040404, 20, 252  
